Nom de l’agence,Téléphone de l’agence,Email de l’agence,Horaires,Site web,Avis,Indépendant ou Franchise,Ville / département,Gérant,Tel du gérant,Email du gérant,Source de l’agence,Source du gérant,Date de vérification
Gessy Immobilier,+33 6 99 36 61 53,,,http://www.gessyimmobilier.com/,,Indépendante,"184 Rue Paul Bellamy, 44000 Nantes, France",,,,Site web/leboncoin,,2026-09-07
Gest'Imm Agence Gambetta,+33 1 69 07 81 71,,,https://www.agencegambetta.fr/,,Indépendante,"39 Rue Louis Scocard, 91400 Orsay, France",,,,Site web/leboncoin,,2026-09-07
Gestimmo,+33 5 56 08 21 87,,,http://www.gestimmo33.com/,,Indépendante,"381 Bd du Président Wilson, 33200 Bordeaux, France",,,,Site web/leboncoin,,2026-09-07
GESTIMMO - Gestion locative,+33 7 88 21 35 72,,,https://www.gestimmo-gestion-locative.fr/a-propos,,Indépendante,"31 Rue du Général Leclerc, 94270 Le Kremlin-Bicêtre, France",,,,Site web/leboncoin,,2026-09-07
Gestion Immobilière Noiseenne GIN,+33 1 48 10 12 08,,,http://www.cabinetgin.fr/,,Indépendante,"6 Rue Marc Sangnier, 93130 Noisy-le-Sec, France",,,,Site web/leboncoin,,2026-09-07
Gesty,+33 1 87 66 40 59,,,https://www.gesty.fr/,,Indépendante,"99 Av. Achille Peretti, 92200 Neuilly-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Gina Immobilier,+33 4 78 56 95 66,,,http://www.gina-immo.fr/,,Indépendante,"4 Rue des Viollières, 69630 Chaponost, France",,,,Site web/leboncoin,,2026-09-07
GIPA,+33 3 88 10 26 20,,,http://www.gipa-immobilier.fr/,,Indépendante,"5 Rue Icare, 67960 Entzheim, France",,,,Site web/leboncoin,,2026-09-07
Gitnor Roubaix Barbieux,+33 3 20 24 33 70,,,http://www.gitnor.fr/,,Indépendante,"41 Av. Gustave Delory, 59100 Roubaix, France",,,,Site web/leboncoin,,2026-09-07
GML IMMO,+33 9 52 93 74 57,,,http://www.gml-immo.com/,,Indépendante,"136 Av. du Président Gilbert de Voisins, 78670 Villennes-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Golden immobilier,+213 559 65 66 73,,,https://www.ouedkniss.com/store/13991/golden-immobilier/accueil?page=1,,Indépendante,"Gambetta à côté du lycée hamou, Oran, Algérie",,,,Site web/leboncoin,,2026-09-07
Grand Delta Habitat - Grand siège social,+33 4 90 27 20 20,,,http://www.granddelta.fr/,,Indépendante,"3 Rue Martin Luther King, 84000 Avignon, France",,,,Site web/leboncoin,,2026-09-07
Grand Siècle Immobilier,+33 1 39 50 93 31,,,http://www.grandsiecleimmo.com/?utm_source=gmb,,Indépendante,"3 Esp. du Grand Siècle, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
GRISONE IMMOBILIER,+33 4 94 88 11 74,,Horaires à confirmer; rendez-vous recommandé avec Mélanie Grisone.,https://www.grisone-immobilier.com/,"Grisone Immobilier, représentée par Mélanie Grisone, ne dispose pas d’une grille horaire ni d’un score d’avis consolidé vérifiable dans les sources consultées. Il est préférable de rester factuel sur l’accompagnement immobilier.",Indépendante,"44 Rue des Pêcheurs, 83140 Six-Fours-les-Plages, France",MELANIE ESTELLE LOUISE GRISONE (BELEME),,melanie@grisone-immobilier.com,Site web/leboncoin,,2026-09-07
Guerin Immobilier,+33 3 86 90 09 00,,,https://www.guerin-immobilier.com/,,Indépendante,"39 Av. Général de Gaulle, 58000 Nevers, France",,,,Site web/leboncoin,,2026-09-07
Habitalys,+33 5 53 77 05 79,,,https://www.habitalys.com/,,Indépendante,"1080 Av. du Midi, 47000 Agen, France",,,,Site web/leboncoin,,2026-09-07
Habitat Concept Immo,+33 6 27 91 66 58,,,https://www.habitatconcept.immo/,,Indépendante,"12 Rue du Languedoc, 31000 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
HABITAT DAUPHINOIS,+33 4 75 44 92 20,,,https://www.habitat-dauphinois.fr/,,Indépendante,"20 Rue Balzac, 26000 Valence, France",,,,Site web/leboncoin,,2026-09-07
HABITAT Hauts-de-France - Agence de Calais,+33 3 21 19 62 00,,,https://www.habitathdf.fr/contact/agence-calais/,,Indépendante,"34 Bd la Fayette, 62100 Calais, France",,,,Site web/leboncoin,,2026-09-07
Habitat Marseille Provence,+33 4 91 47 39 89,,,https://www.habitat-marseille-provence.fr/,,Indépendante,"222 Rue Saint-Pierre, 13005 Marseille, France",,,,Site web/leboncoin,,2026-09-07
hacquin immobilier,+33 3 83 26 92 25,,,http://www.hacquin-immobilier.fr/,,Indépendante,"30 Rue des Frères Voirin, 54000 Nancy, France",,,,Site web/leboncoin,,2026-09-07
Hall Immobilier,+33 5 61 81 59 14,,,http://www.hall-immo.com/,,Indépendante,"15 Av. de Saint-Ferréol, 31250 Revel, France",,,,Site web/leboncoin,,2026-09-07
Hauts Sommets Immobilier,+33 4 50 35 23 65,,,https://www.hauts-sommets.com/,,Indépendante,"442 Rue Louis Rustin, 74160 Archamps, France",,,,Site web/leboncoin,,2026-09-07
HBL Immobilier,+33 6 61 13 75 73,,,https://www.hblimmobilier.com/,,Indépendante,"8 Rue de Balzac, 37000 Tours, France",,,,Site web/leboncoin,,2026-09-07
Hello !,+33 1 69 11 01 01,,,http://www.agence-hello.com/,,Indépendante,"4 Pl. du Plessis Saucourt, 91250 Tigery, France",,,,Site web/leboncoin,,2026-09-07
"HELLO JIMO - Location, gestion",+33 6 12 85 81 65,,,https://hellojimo.com/,,Indépendante,"30 Rue de la Clef, 59190 Hazebrouck, France",,,,Site web/leboncoin,,2026-09-07
Hello-immo,+33 1 69 11 01 01,,,http://www.agence-hello.com/,,Indépendante,"4 Pl. du Plessis Saucourt, 91250 Tigery, France",,,,Site web/leboncoin,,2026-09-07
Hemma Home | Agence Immobilière,+33 5 46 23 76 99,,,http://www.hemma-home.com/,,Indépendante,"95 Cr de l'Europe, 17200 Royan, France",,,,Site web/leboncoin,,2026-09-07
HENGXIN IMMOBILIER,+33 1 42 60 92 03,,,http://www.hengxin-immobilier.com/,,Indépendante,"6 Rue de la Bourse, 75002 Paris, France",,,,Site web/leboncoin,,2026-09-07
Hermitage Riviera,+33 6 72 16 88 40,,,http://www.hermitageriviera.business/site,,Indépendante,"25 Bd du Maréchal Joffre, 06310 Beaulieu-sur-Mer, France",,,,Site web/leboncoin,,2026-09-07
Héron Immobilier Métropole - Agence Immobilière Villeneuve-D'Ascq,+33 3 20 31 18 68,,,https://www.heronimmobilier.fr/,,Indépendante,"61 Av. de Canteleu, 59650 Villeneuve-d'Ascq, France",,,,Site web/leboncoin,,2026-09-07
Hestia & Haussmann,+33 1 81 70 07 33,,,http://www.hestia-haussmann.com/,,Indépendante,"10 Rue de la Paix, 75002 Paris, France",,,,Site web/leboncoin,,2026-09-07
Heuzé Immobilier,+33 2 35 19 75 00,,,https://www.heuze-immobilier.fr/,,Indépendante,"22 Pl. Jules Ferry, 76600 Le Havre, France",,,,Site web/leboncoin,,2026-09-07
Hirsch Immobilier,+33 6 13 91 22 66,,,https://hirsch-immobilier.com/fr/,,Indépendante,"10 Chem. de la Luque, 11120 Mirepeisset, France",,,,Site web/leboncoin,,2026-09-07
Home Agency,+33 3 88 19 93 13,,,http://www.home-agency.fr/,,Indépendante,"30 Rue Principale, 67300 Schiltigheim, France",,,,Site web/leboncoin,,2026-09-07
Home Conseils Paris - HCP,+33 1 76 50 02 22,,,https://www.homeconseilsparis.com/,,Indépendante,"1 bis Av. Villemain, 75014 Paris, France",,,,Site web/leboncoin,,2026-09-07
Home Passion,+33 5 46 22 56 92,,,http://www.homepassion.fr/?utm_source=GoogleBusinessProfile&utm_medium=bouton-GBP&utm_campaign=trafic-GBP,,Indépendante,"résid Montmartre, 65 Rue Font de Cherves, 17200 Royan, France",,,,Site web/leboncoin,,2026-09-07
Home Shop les Pennes-Mirabeau,+33 4 86 64 89 05,,,https://www.homeshop.fr/?utm_source=gmb,,Indépendante,"1329 D113 Quartier du tunnel 13170, Les Pennes-Mirabeau, France",,,,Site web/leboncoin,,2026-09-07
HOME1 L' AGENCE IMMOBILIERE CONNECTEE,+33 6 85 57 49 19,,,http://www.home1.fr/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
HomeWest - Immobilier Lyon,+33 6 33 98 51 85,,,http://www.homewest.fr/,,Indépendante,"Chem. des Mouillés, 69570 Dardilly, France",,,,Site web/leboncoin,,2026-09-07
Hop! Immobilier Mondésir Mérignac,+33 5 56 24 73 05,,,https://www.hop-immobilier.fr/,,Indépendante,"27 Av. de la Marne, 33700 Mérignac, France",,,,Site web/leboncoin,,2026-09-07
HqI - Agence Immobilière Valenciennes,+33 3 27 43 90 16,,,https://www.hqi-immo.com/,,Indépendante,"120 Av. Villars, 59300 Valenciennes, France",,,,Site web/leboncoin,,2026-09-07
Hugues Boutin Immobilier,+33 2 31 53 34 00,,,http://www.boutin-immobilier.com/?utm_source=gmb,,Indépendante,"80 Rue du Vaugueux bât 1, 14000 Caen, France",,,,Site web/leboncoin,,2026-09-07
I Mobilia,+33 3 44 72 02 32,,,https://www.i-mobilia.net/,,Indépendante,"181 Rue Henry Bessemer, 60100 Creil, France",,,,Site web/leboncoin,,2026-09-07
i-2mo,+33 1 82 39 04 40,,,http://www.i-2mo.com/,,Indépendante,"26 Rue Notre Dame, 94150 Rungis, France",,,,Site web/leboncoin,,2026-09-07
I.C.L,+33 5 62 47 05 78,,,http://www.iclimmo.fr/,,Indépendante,"7 Av. Jean Rieux, 31500 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
IBG,+33 4 57 43 01 39,,,http://www.i-b-g.fr/,,Indépendante,"13 Rue du Bois de la Rose, 74100 Ville-la-Grand, France",,,,Site web/leboncoin,,2026-09-07
ICA GESTION - COPRO IMMO,+33 3 89 21 70 88,,,http://www.icagestion.fr/,,Indépendante,"184 Rue du Ladhof, 68000 Colmar, France",,,,Site web/leboncoin,,2026-09-07
"Ici, Demain !",+33 3 88 55 54 10,,,https://www.agenceicidemain.fr/,,Indépendante,"1 Pt Rue de l'Industrie, 67118 Geispolsheim, France",,,,Site web/leboncoin,,2026-09-07
ICIMA Immobilier,+33 4 84 84 61 88,,,https://icima-immobilier.fr/,,Indépendante,"9 Rue Daumier, 13008 Marseille, France",,,,Site web/leboncoin,,2026-09-07
IDE@L Concept Immo,+33 1 69 27 11 00,,,http://www.ideal-immo.fr/,,Indépendante,"12 Rue de la Tour de Pocancy, 91510 Janville-sur-Juine, France",,,,Site web/leboncoin,,2026-09-07
"IK immobilier , Agence immobilière Strasbourg, Haguenau, Herrlisheim et toutes l'Alsace",+33 6 10 15 26 91,,,http://www.agence-ik.fr/,,Indépendante,"3a Rue des Fraises, 67500 Haguenau, France",,,,Site web/leboncoin,,2026-09-07
IKORY,+33 1 85 73 73 00,,,http://www.ikory.com/,,Indépendante,"18 Rue Jean Giraudoux, 75116 Paris, France",,,,Site web/leboncoin,,2026-09-07
Ile Verte Immobilier,+33 4 76 51 50 50,,,http://www.ileverte-immobilier.fr/,,Indépendante,"22 Av. Maréchal Randon, 38000 Grenoble, France",,,,Site web/leboncoin,,2026-09-07
im plus saint dié,+33 3 29 55 56 57,,,http://www.implus.fr/,,Indépendante,"2 Rue Alphonse Matter, 88100 Saint-Dié-des-Vosges, France",,,,Site web/leboncoin,,2026-09-07
IM Valoris,+33 2 47 20 00 00,,,http://www.facebook.com/IMValoris/?utm_source=gmb,,Indépendante,"73 Rue Marceau, 37000 Tours, France",,,,Site web/leboncoin,,2026-09-07
IM2B IMMOBILIER,+33 1 64 30 40 20,,Horaires fixes non publiés; rendez-vous recommandé.,http://www.im2b-immobilier.fr/,"IM2B Immobilier, représentée par Sandra Beckrich Bonello, ne présente pas de note d’avis ou de grille horaire consolidée fiable dans les sources consultées. Présentation prudente: écoute, conseil et suivi personnalisé.",Indépendante,"17 Pl. de l'Hôtel de Ville, 77400 Lagny-sur-Marne, France",SANDRA JEANNE MIREILLE BECKRICH (BONELLO),,sandra.beckrich@im2b-immobilier.fr,Site web/leboncoin,,2026-09-07
Imm'Horizon,+33 2 97 21 01 77,,Lundi-mercredi: 10h00-12h30 et 14h00-18h30; autres jours à confirmer.,https://www.immhorizon.immo/,"Imm’Horizon, à Lorient, est une agence familiale et indépendante spécialisée en transaction et gestion locative. Les avis publics soulignent le conseil, l’écoute et une vente réalisée sans stress; Mazlum Karakaya est cité parmi les interlocuteurs appréciés. Les horaires proviennent de fiches publiques à confirmer.",Indépendante,"6 Rue de Carnel, 56100 Lorient, France",Mazlum Karakaya,,mazlum@immhorizon.immo,Site web/leboncoin,,2026-09-07
Immo 68,+33 3 89 57 60 26,,,http://www.immo68.fr/,,Indépendante,"5 Rue de Kingersheim, 68270 Wittenheim, France",,,,Site web/leboncoin,,2026-09-07
Immo avec Julie,+33 1 48 47 46 45,,,https://www.immoavecjulie.com/,,Indépendante,"centre commercial epinay, 9 Rue Lacépède, 93800 Épinay-sur-Seine, France",,,,Site web/leboncoin,,2026-09-07
Immo Avenir,+33 5 63 38 50 40,,,http://www.immo-avenir.com/,,Indépendante,"18 Rue Dr Laurent Camboulives, 81000 Albi, France",,,,Site web/leboncoin,,2026-09-07
Immo Baltard - Agence immobilière Nogent sur Marne,+33 1 48 72 44 45,,,http://www.immobaltard.fr/,,Indépendante,"110 Gd Rue Charles de Gaulle, 94130 Nogent-sur-Marne, France",,,,Site web/leboncoin,,2026-09-07
Immo Clair Service - Agence Immobilière - Realestate,06 61 16 70 86,,,http://www.immoservice.ma/,,Indépendante,"40 Rue Abou Derr, Rabat 10000",,,,Site web/leboncoin,,2026-09-07
IMMO CONSEILS AGENCE IMMOBILIERE,+33 4 81 13 20 20,,,https://www.immocs.fr/,,Indépendante,"6 Av. du Rhône, 69600 OULLINS, France",,,,Site web/leboncoin,,2026-09-07
Immo Data - Toutes les ventes immobilières DVF consultables sur une carte,,,,https://www.immo-data.fr/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Immo Deals,+221 77 701 29 68,,,http://www.immodeals.sn/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
IMMO DÔME ⭐⭐⭐⭐⭐,+33 6 61 57 82 50,,,https://www.immodome.com/,,Indépendante,"5 All. de Lavas, 63830 Nohanent, France",,,,Site web/leboncoin,,2026-09-07
IMMO EVEN,+33 6 75 56 52 40,,Horaires non publiés; rendez-vous recommandé avec Maalik Abdoul.,http://www.immoeven.fr/,"Immo Even, représentée par Maalik Abdoul, ne présente pas de note d’avis consolidée ni d’horaires fiables dans les sources consultées. La fiche doit rester factuelle et orientée vers la disponibilité et le suivi personnalisé.",Indépendante,"13 Rue de l'Orme, 91540 Fontenay-le-Vicomte, France",MAALIK ABDOUL,,malik@immoeven.fr,Site web/leboncoin,,2026-09-07
Immo Factory : Agence immobilière à ROANNE,+33 9 70 66 94 76,,,https://www.immofactoryroanne.com/,,Indépendante,"3 Rue Alsace Lorraine, 42300 Roanne, France",,,,Site web/leboncoin,,2026-09-07
IMMO LOIRE ANGERS agence ha immo,+33 6 77 10 21 49,,,http://www.hautanjouimmo.fr/,,Indépendante,"9 Pass. de la Gratellerie, 49130 Sainte-Gemmes-sur-Loire, France",,,,Site web/leboncoin,,2026-09-07
IMMO NANTES,,,,http://www.nantes.fr/,,Indépendante,France,,,,Site web/leboncoin,,2026-09-07
Immo Parc,+33 7 69 01 00 69,,,http://immoparcsud.fr/,,Indépendante,"Arcades Jacques Coeur, Av. de l'Europe, 34970 Lattes, France",,,,Site web/leboncoin,,2026-09-07
IMMO PARTNERS,+33 7 73 59 08 23,,,http://www.immopartners82.fr/,,Indépendante,"914 Av. Jean Moulin, 82000 Montauban, France",,,,Site web/leboncoin,,2026-09-07
IMMO SERV - Agence immobilière à Thionville & Luxembourg,+33 3 82 85 08 50,,,https://immoserv.fr/,,Indépendante,"65 Av. Comte de Bertier, 57100 Thionville, France",,,,Site web/leboncoin,,2026-09-07
IMMO-B,+33 7 82 84 50 60,,,https://bouffletimmobilier.wixsite.com/bouffletimmobilier#,,Indépendante,"27 Av. Mac-Mahon, 75017 Paris, France",,,,Site web/leboncoin,,2026-09-07
Immo-K Inh. Christian Knaub,+49 7851 6366808,,,https://www.immo-k.eu/,,Indépendante,"Blumenstraße 15a, 77694 Kehl, Allemagne",,,,Site web/leboncoin,,2026-09-07
Immo'Cap,+33 1 60 41 08 25,,,http://www.capimeaux.com/,,Indépendante,"7 Rue de la Crèche, 77100 Meaux, France",,,,Site web/leboncoin,,2026-09-07
Immobili Verona s.n.c,+39 045 650 0292,,,http://www.immobiliverona.it/,,Indépendante,"presso VILLA VINCO, Piazza Mercato, 3/A, 37039 Tregnago VR, Italie",,,,Site web/leboncoin,,2026-09-07
IMMOBILIA CONCEPT,+33 6 60 80 54 12,,,http://www.immobiliaconcept.com/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Immobilier Arve et Montagnes (SARL C.G.P.I.),+33 4 50 96 79 56,,,https://www.dbimmo.fr/,,Indépendante,"23 Av. de la Libération, 74300 Cluses, France",,,,Site web/leboncoin,,2026-09-07
IMMOBILIER CONSEILS,+33 4 81 13 20 20,,Horaires fixes non publiés; rendez-vous recommandé.,https://www.immocs.fr/,"Immobilier Conseils, représentée par Vincent Poulou, ne dispose pas d’une note d’avis ou d’horaires publics suffisamment concordants. Il est préférable de rester factuel sur l’accompagnement et la prise de contact.",Indépendante,"6 Av. du Rhône, 69600 OULLINS, France",VINCENT POULOU,,v.poulou@erafrance.com,Site web/leboncoin,,2026-09-07
IMMOBILIER ÉLITE,+33 1 69 04 30 30,,,http://elite-immo.fr/,,Indépendante,"3 Rue Maryse Bastié, 91080 Évry-Courcouronnes, France",,,,Site web/leboncoin,,2026-09-07
Immobilier MC 15,+33 6 68 17 06 37,,,https://www.immobiliermc15.com/,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Immobilier Neuf Conseil,+33 2 35 03 12 03,,,https://www.immobilierneufconseil.com/,,Indépendante,"1065 bis, 1065 Chem. de Clères, 76230 Bois-Guillaume, France",,,,Site web/leboncoin,,2026-09-07
Immobilier ROMEYER,+33 4 71 02 02 22,,,http://www.immobilier-romeyer.fr/,,Indépendante,"8 Rue Chaussade, 43000 Le Puy-en-Velay, France",,,,Site web/leboncoin,,2026-09-07
Immobilier So.u.la,+33 4 67 68 15 66,,,http://www.immobiliersoula.fr/,,Indépendante,"34130 Mauguio, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Atlantic Aménagement,+33 5 17 83 78 37,,,http://www.atlantic-amenagement.com/,,Indépendante,"4 Rue de la Somme, 17000 La Rochelle, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Baumann,+33 3 88 38 64 85,,,https://www.agence-baumann.com/?utm_source=gmb,,Indépendante,"38 Av. de la Gare, 67120 Molsheim, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Champ de Mars,+33 1 45 55 82 33,,,http://www.immobilierechampdemars.fr/,,Indépendante,"64 Av. de la Bourdonnais, 75007 Paris, France",,,,Site web/leboncoin,,2026-09-07
Immobiliere de l'Olivier,+33 6 70 25 18 32,,,http://www.immo-olivier.fr/,,Indépendante,"9 Rte Burkel, 67400 Illkirch-Graffenstaden, France",,,,Site web/leboncoin,,2026-09-07
Immobilière De La Chesnaye,+33 6 72 60 78 98,,,https://www.idlc-immo.com/,,Indépendante,"47 Rue de Paris, 78490 Montfort-l'Amaury, France",,,,Site web/leboncoin,,2026-09-07
Immobiliere de la Ravinelle,+33 3 83 35 00 47,,,http://www.immoravi.com/,,Indépendante,"33 Rue Stanislas, 54000 Nancy, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Des Arcades,+33 1 44 75 77 77,,,http://immo-arcades.com/,,Indépendante,"56 Av. Ledru Rollin, 75012 Paris, France",,,,Site web/leboncoin,,2026-09-07
IMMOBILIERE du CHATEAU - Service ACHAT & VENTE,+33 3 81 99 88 88,,,http://www.immochateau.fr/,,Indépendante,"35 Av. d'Helvétie, 25200 Montbéliard, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Falguière,+33 5 62 73 71 00,,,https://www.immo-falguiere.fr/,,Indépendante,"30 Rue du Taur, 31000 Toulouse, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Georges,+33 3 87 75 67 67,,,http://www.immogeorges.com/,,Indépendante,"8 Rue des Augustins, 57000 Metz, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Maison & Rêve,+33 6 79 10 55 59,,,https://www.maisonetreve.com/,,Indépendante,"4 Rue de l'Industrie, 67450 Mundolsheim, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Napoléon Agence de Mulhouse,+33 3 89 55 18 02,,,http://www.immobiliere-napoleon.com/,,Indépendante,"22 Rue Sainte-Claire, 68100 Mulhouse, France",,,,Site web/leboncoin,,2026-09-07
IMMOBILIERE PETIT,+33 1 42 83 46 03,,,https://www.immobiliere-petit.fr/,,Indépendante,"61 Av. du Général Gallieni, 94340 Joinville-le-Pont, France",,,,Site web/leboncoin,,2026-09-07
Immobilière Rolline - Paris,+33 1 43 35 58 97,,,http://www.immo-rolline.fr/,,Indépendante,"52 Rue du Montparnasse, 75014 Paris, France",,,,Site web/leboncoin,,2026-09-07
Immoci - Agence Immobilière,+33 3 88 20 41 21,,,http://www.immoci.fr/,,Indépendante,"1 Rte de Weyersheim, 67760 Gambsheim, France",,,,Site web/leboncoin,,2026-09-07
Immoclés,+33 1 45 12 98 24,,,http://www.immocles.fr/,,Indépendante,"136 Av. du Président Franklin Roosevelt, 94550 Chevilly-Larue, France",,,,Site web/leboncoin,,2026-09-07
ImmoConnect,+33 6 66 60 42 59,,,https://www.immo-connect.fr/,,Indépendante,"4 Rue de la République, 69001 Lyon, France",,,,Site web/leboncoin,,2026-09-07
Immoji,+33 6 15 38 07 52,,,https://www.immoji.fr/,,Indépendante,"22 Rue du Général de Gaulle, 27100 Le Vaudreuil, France",,,,Site web/leboncoin,,2026-09-07
Immométro,+33 3 20 60 04 00,,,https://www.immometro.fr/,,Indépendante,"231 Av. de Dunkerque, 59000 Lille, France",,,,Site web/leboncoin,,2026-09-07
Immoprost,+33 3 85 55 21 70,,,https://www.immoprost.com/,,Indépendante,"76 Rue Maréchal Foch, 71200 Le Creusot, France",,,,Site web/leboncoin,,2026-09-07
Immorevente,+33 6 85 46 69 81,,,http://www.immorevente.fr/,,Indépendante,"22 Rue Sully, 18800 Baugy, France",,,,Site web/leboncoin,,2026-09-07
IMMOSUR,+33 4 50 84 54 11,,,http://www.immosur-chablais.com/,,Indépendante,"17 bis R. de l'Europe, 74200 Thonon-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
ImmoTeam Paris,+33 1 43 06 63 63,,,http://immoteam.fr/,,Indépendante,"131 Bd de Grenelle, 75015 Paris, France",,,,Site web/leboncoin,,2026-09-07
Immoval,+33 4 42 05 27 21,,,https://www.immoval13.com/,,Indépendante,"12 Rue de la République, 13270 Fos-sur-Mer, France",,,,Site web/leboncoin,,2026-09-07
IMMOZEN,+33 1 45 69 91 01,,,http://www.agence-immozen.fr/,,Indépendante,"1 Av. du Général Gallieni, 94000 Créteil, France",,,,Site web/leboncoin,,2026-09-07
Immozon,+33 4 78 02 11 47,,,https://www.immozon.fr/,,Indépendante,"4 Rue du 8 Mai 1945, 69360 Saint-Symphorien-d'Ozon, France",,,,Site web/leboncoin,,2026-09-07
Imoss Immobilier,+33 1 42 59 31 71,,,https://www.imossimmobilier.fr/,,Indépendante,"99 Rue Ordener, 75018 Paris, France",,,,Site web/leboncoin,,2026-09-07
INFINIUM INVEST,+33 4 94 03 55 06,,,https://www.infinium-invest.fr/,,Indépendante,"121 Av. de la Résistance, 83000 Toulon, France",,,,Site web/leboncoin,,2026-09-07
ING IMMOBILIER,+33 3 24 56 37 37,,,http://www.agenceing.fr/,,Indépendante,"22 Av. Jean Jaurès, 08000 Charleville-Mézières, France",,,,Site web/leboncoin,,2026-09-07
Ingrid Immo,+33 6 44 12 07 44,,,https://www.ingrid-immo.com/?utm_source=gmb,,Indépendante,"105 Av. du Général de Gaulle, 74200 Thonon-les-Bains, France",,,,Site web/leboncoin,,2026-09-07
INNOVE IMMO - Le Chesnay,+33 1 86 04 76 07,,,https://lechesnay.innove-immo.com/,,Indépendante,"24 Rue Pottier, 78150 Le Chesnay-Rocquencourt, France",,,,Site web/leboncoin,,2026-09-07
INNOVE IMMO - Paris,+33 1 89 29 15 60,,,https://paris14.innove-immo.com/,,Indépendante,"110 Boulevard Brune, 75014 Paris, France",,,,Site web/leboncoin,,2026-09-07
INNOVE IMMO - Versailles,+33 1 84 73 36 80,,,https://www.innove-immo.com/,,Indépendante,"44 Rue du Maréchal Foch, 78000 Versailles, France",,,,Site web/leboncoin,,2026-09-07
INNOVE IMMO - Viroflay,+33 1 30 24 66 02,,,https://viroflay.innove-immo.com/,,Indépendante,"27 Rue Rieussec, 78220 Viroflay, France",,,,Site web/leboncoin,,2026-09-07
INNOVIMMO Nevers,+33 3 86 57 13 71,,,http://www.innovimmo.fr/,,Indépendante,"7 Rue Saint-Didier, 58000 Nevers, France",,,,Site web/leboncoin,,2026-09-07
Intens'Immo,+33 4 75 02 15 00,,,https://www.intensimmo-drome.com/,,Indépendante,"18 Cr Pierre Didier, 26100 Romans-sur-Isère, France",,,,Site web/leboncoin,,2026-09-07
Invest'im,+33 4 78 50 87 20,,,http://www.agence-investim.com/,,Indépendante,"86 Grande Rue, 69600 Oullins-Pierre-Bénite, France",,,,Site web/leboncoin,,2026-09-07
INVESTI-LOC,+33 7 66 73 12 77,,,https://www.investi-loc.fr/,,Indépendante,"71100 Chalon-sur-Saône, France",,,,Site web/leboncoin,,2026-09-07
Investir Autrement,+33 6 19 06 67 51,,,http://investirautrement-amiens.fr/,,Indépendante,"6 Pl. Saint-Michel, 80000 Amiens, France",,,,Site web/leboncoin,,2026-09-07
IPC - Immobilier Paris Clichy,+33 1 42 70 20 80,,,https://www.ipcsa.fr/,,Indépendante,"42 Bd du Général Leclerc, 92110 Clichy, France",,,,Site web/leboncoin,,2026-09-07
Isabelle Boissonnade LF immo (la fourmi immo),+33 6 17 26 66 39,,,https://isabelleboissonnade.fr/,,Indépendante,"13 Rue Lichtenberg, 67400 Illkirch-Graffenstaden, France",,,,Site web/leboncoin,,2026-09-07
ISAMBERT,+33 1 44 19 62 62,,,http://www.isambert.fr/,,Indépendante,"93 Rue Blomet, 75015 Paris, France",,,,Site web/leboncoin,,2026-09-07
ISM PROPERTY,+33 6 21 23 41 78,,,https://ism-property.com/,,Indépendante,"73T Av. de la Côte d'Azur, 06190 Roquebrune-Cap-Martin, France",,,,Site web/leboncoin,,2026-09-07
ISSIMMO Agence immobilière,+33 5 56 95 82 89,,,http://www.issimmo.fr/,,Indépendante,"130 Av. du Médoc, 33320 Eysines, France",,,,Site web/leboncoin,,2026-09-07
JACQUEMOT LOMBARDO,+33 4 91 05 08 14,,,http://jacquemot-lombardo-immobilier.com/,,Indépendante,"1 Av. Georges Pompidou, 13380 Plan-de-Cuques, France",,,,Site web/leboncoin,,2026-09-07
JADERO IMMOBILIER,+33 2 79 02 02 35,,,https://jaderoimmobilier.com/,,Indépendante,"78 Bis Rte de Paris, 76240 Le Mesnil-Esnard, France",,,,Site web/leboncoin,,2026-09-07
James Delabroy - Agent immobilier AMIENS,+33 7 71 61 22 60,,,http://jamesdelabroydhouseimmo80800.com/?utm_source=gmb&utm_medium=referral,,Indépendante,,,,,Site web/leboncoin,,2026-09-07
Jeanne LE GALL - Conseillère en immobilier et Experte dans l’émission 100% Immo - Rezé/Région nantaise,+33 6 74 38 04 60,,,https://myproprio.100pour100immo.com/expert/jlegall,,Indépendante,"Rue de l'Étang, 44400 Rezé, France",,,,Site web/leboncoin,,2026-09-07
